id,site,address,latitude,longitude,hours,cleaning_frequency,public,content,images,operated_by,author_id,created_at,updated_at
d1aafd64-c9db-4ab5-a0f2-6706ab52489d,Torrey Meadows Comfort Station,"13516 Torrey Meadows Dr., 92129",,,24 hrs.,Daily,,,,City of San Diego,,,
4abfa275-06f9-486d-beff-d89d01caeaa4,Mission Bay Park - Fanuel Park Comfort Station,South End of Fanuel Street at Bayside Walk,,,24 hrs.,2x/day,,,,City of San Diego,,,
e20dc611-e6ec-4ef6-8ed0-4c28b07486f6,Mission Bay Park - El Carmel Comfort Station,End of El Carmel Place,,,24 hrs.,2x/day,,,,City of San Diego,,,
737b19b7-4071-4176-a5e6-674890d81b31,Mission Bay Park - North Cove Comfort Station,North end of frontage road next to Ingraham Street,,,24 hrs.,2x/day,,,,City of San Diego,,,
8ee85f77-5589-42c5-8cc7-f2ca1787aa14,Mission Bay Park - De Anza North Comfort Station,"3000 N Mission Bay Dr, San Diego, CA 92109",,,24 hrs.,2x/day,,,,City of San Diego,,,
c8c238f9-574d-4af4-a8f0-288634faaba7,Mission Bay Park - South Shores Comfort Station,"S Shores Park Driveway, 92109",,,24 hrs.,2x/day,,,,City of San Diego,,,
ed5bf880-5040-4db7-8a42-b9585a83e3d1,Mission Bay Park - Vacation Isle West Comfort Station,West of Model Yacht Pond and south of Paradise Point,,,24 hrs.,2x/day,,,,City of San Diego,,,
0725396a-41b7-4922-ac99-065a177df60d,Mission Bay Park - De Anza South Comfort Station,"3000 N Mission Bay Dr, San Diego, CA 92109",,,24 hrs.,2x/day,,,,City of San Diego,,,
ad2c9e1e-3fd2-4788-8b4d-07a7df650fb5,Mission Bay Park - Ski Beach Middle Comfort Station,East side of Ingraham Street near Ski Beach parking lot,,,24 hrs.,2x/day,,,,City of San Diego,,,
a18526c5-1755-4691-b99d-1955f0f69225,Mission Bay Park - Ski Beach South Comfort Station,East side of Ingraham Street near Ski Beach parking lot,,,24 hrs.,2x/day,,,,City of San Diego,,,
c0e9c505-5581-4026-95ae-3af4421f8116,Mission Bay Park - Ski Beach North Comfort Station,East side of Ingraham Street near Ski Beach parking lot,,,24 hrs.,2x/day,,,,City of San Diego,,,
abd38353-427a-4a08-b6f0-d95bb4cb928c,Mission Trails Regional Park East Fortuna Staging Area Comfort Station,Equestrian Circle,,,24 hrs.,Daily,,,,City of San Diego,,,
f25731c0-d037-4735-815b-7eae7b03f089,Mission Trails Regional Park Visitors Center,"1 Father Junipero Serra Trail, 92119",,,Visitor Center Hours,Daily,,,,City of San Diego,,,
75496eb0-981b-46b0-9525-fd95565e8af3,Mission Trails Regional Park Kumeyaay Campground,"2 Father Junipero Serra Trail, 92119",,,24 hrs.,Daily,,,,City of San Diego,,,
bb0eb0b3-5b95-4cd6-ac49-742e14636000,Montgomery-Waller Comfort Station,"3020 Coronado Ave., 92154",,,24 hrs.,Daily,,,,City of San Diego,,,
5bb283f4-98ce-4c36-81a3-e37c7862cb79,Mission Bay Park - Vacation Isle East Comfort Station,East of Model Yacht Pond and south of Paradise Point,,,24 hrs.,2x/day,,,,City of San Diego,,,
da9fa49f-e4fc-4888-a820-1dbe4d367186,Mission Bay Park - Dana Basin Comfort Station,Next to Dana Landing Boat Ramp,,,24 hrs.,2x/day,,,,City of San Diego,,,
aa959287-ae70-404b-98be-2bda92fcc74b,Mission Bay Park - Crown Point South Comfort Station,"Crown Point Dr/Corona Oriente Rd., 92109",,,24 hrs.,2x/day,,,,City of San Diego,,,
00bc2ef1-9861-4a92-9c9e-f63bedfdfb7d,Mission Bay Park - Crown Point North Comfort Station,"Crown Point Dr/Corona Oriente Rd., 92109",,,24 hrs.,2x/day,,,,City of San Diego,,,
978509b5-4bf0-4084-8de2-68b40a8a59c5,Balboa Park - Balboa Drive and Juniper Street Comfort Station,"Balboa Drive and Juniper Street, 92103",,,24 hrs.,2x/day,,,,City of San Diego,,,
deeaf6ad-b33a-4319-bde8-8b4942a23dd5,Balboa Park - Morley Field Drive at Ball Fields Comfort Station,"Joe Schloss Way, 92104",,,24 hrs.,2x/day,,,,City of San Diego,,,
7162fff2-377b-4d55-af7d-d515703dece7,Balboa Park - Morley Field near Balboa Tennis Complex,"2221 Morley Field Drive, 92104",,,24 hrs.,2x/day,,,,City of San Diego,,,
5d443b52-764c-4bbd-bb1d-78435aa7d6c8,Balboa Park - Morley Field Velodrome Comfort Station,"2516 Pershing Drive, 92104",,,24 hrs.,2x/day,,,,City of San Diego,,,
bdf89892-480e-48aa-a9ee-f8c12582f54c,Balboa Park - Morley Field/Bocce Ball-Jacaranda Comfort Station,"Jacaranda Place, 92104",,,Closed Nightly,2x/day,,,,City of San Diego,,,
ba7dbb8e-9305-419b-a4c4-febd26200784,Balboa Park - North Pepper Grove Comfort Station,"Pepper Grove, 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
05a0e44c-05b5-4262-aa61-1f4cfe2866ee,Balboa Park - South Pepper Grove Comfort Station,"Pepper Grove, 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
2bf057bb-a250-4b2d-be54-55a980f8ffe2,Balboa Park - Spreckles Organ Pavilion Comfort Station,"2125 Pan American Road East, 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
2d86fcb0-faea-4321-b5c2-71396f4bc0e2,Black Mountain Ranch Portable Restroom,"14700 Carmel Valley Road, 92128",,,24 hrs.,Daily,,,,City of San Diego,,,
785066bb-4d92-4299-879b-3e1375de6098,Cabrillo Recreation Center,"3120 Talburt St., 92106",,,Rec. Center Hours,Daily,,,,City of San Diego,,,
01e3bc41-95b0-45d6-9d30-e0e1ccdc17d0,Carmel Creek Comfort Station,"4260 Carmel Center Road, 92103",,,24 hrs.,Daily,,,,City of San Diego,,,
ce29bc0a-5dbc-44a2-94ec-05d1c3f21f87,Carmel del Mar Comfort Station,"12345 Carmel Park Drive, 92103",,,24 hrs.,Daily,,,,City of San Diego,,,
64ef5413-9aa7-43ec-a819-ab6e0df4ab47,Chollas Lake Comfort Station,"6350 College Grove Dr., 92105",,,Sunrise to Sunset,2x/day,,,,City of San Diego,,,
375af53d-bdce-47ff-b5a8-a949f8c31c66,Chollas Park - North Chollas Comfort Station,Chollas Station Road,,,Sunrise to Sunset,Daily,,,,City of San Diego,,,
24b396de-4987-4913-981c-cd23612e5db2,Civita Park Comfort Station (Lower),"7964 Civita Blvd., 92111",,,Sunrise to Sunset,Daily,,,,City of San Diego,,,
07511c22-6902-4d40-b6da-f84da7428307,Civita Park Comfort Station (Upper),"7964 Civita Blvd., 92111",,,Sunrise to Sunset,Daily,,,,City of San Diego,,,
7e7f7e66-efa6-475b-bb85-46a6300b1762,Colina del Sol Recreation Center,"4150 54th Place, 92115",,,Rec. Center Hours,Daily,,,,City of San Diego,,,
2e19e219-6775-4e7b-a5b0-2e14c872f047,Colina del Sol Pool,"4150 54th Place, 92115",,,Aquatic Center Hours,Daily,,,,City of San Diego,,,
750842be-4cd6-4083-b431-e32e71f01d5c,Colina del Sol Comfort Station,"4150 54th Place, 92115",,,24 hrs.,Daily,,,,City of San Diego,,,
20ac5d20-8733-4d55-9139-515747938861,Golden Hill Comfort Station #2,"25th St. & Golden Hill Dr., 92102",,,24 hrs.,Daily,,,,City of San Diego,,,
c5cac506-8ae2-4487-9da0-349a38683b0d,Montgomery-Waller Recreation Center,,,,,,,,,City of San Diego,,,
fb75c448-8382-4eb6-b224-b306856311ae,Hickman Field Portable Restroom,"Pepper Grove, 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
c9f355e0-6009-4481-975e-507babb2fe44,Spanish Landing Park West - Comfort Station - Central,"3900 N Harbor Dr, San Diego, CA 92101",,,6:00am - 10:30pm,,,,,Port of San Diego,,,
c61293ff-eac8-452a-8514-3f6fa3b96a29,Harbor Island Park - Comfort Station,"1875 Harbor Island Dr, San Diego, CA 92101",,,6:00am - 10:30pm,,,,,Port of San Diego,,,
d6af3446-1633-4a78-880d-ea417ef019fe,Broadway Landing - Comfort Station,"1145 N Harbor Dr, San Diego, CA 92101",,,24 hrs.,,,,,Port of San Diego,,,
311fcb33-cc92-4ac6-909b-af397538febb,Seaport Village Restroom - East,"803 W Harbor Dr, San Diego, CA 92101",,,11:00am - 7:00pm,,,,,Port of San Diego,,,
376a889e-c311-42d8-840c-617be8fb7fb8,Tuna Harbor - G Street Mole - Comfort Station,G St and Tuna Ln Park,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
6abbfff0-5787-4710-8c48-596601c0097c,Embarcadero Marina Park North - Comfort Station,"West of Seaport Village, Foot of Marina Park Way",,,6:00am - 10:30pm,,,,,Port of San Diego,,,
9579668a-bd86-4e6b-9196-e3a0942c3ce9,Embarcadero Marina Park South - Comfort Station,Marina Park Way,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
469eae2b-cd60-441c-a657-76da35f00caf,The Hilton,One Park Boulevard; attached to the public parking garage,,,,,,,,Port of San Diego,,,
149d81fa-90e6-4d6c-b970-716415bdfe86,Fifth Avenue Landing - Comfort Station,Waterfront @ 5th,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
8512c6ce-537f-4789-b06c-fbf21fb7215e,Ruocco Park - Comfort Station - Concession Stand,Harbor-Pacific Highway,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
ab02eebc-29d1-4082-90bb-f74ef5b28e79,Clay Neighborhood Park Portable Restrooms,"4767 Seminole Dr., 92115",,,24 hrs.,3x/day,,,,City of San Diego,,,
0d6db990-c044-4294-87c9-acf6c488f650,Old Central Library Portable Restrooms,"9th St. and E St., 92101",,,24 hrs.,3x/day,,,,City of San Diego,,,
df2179a2-65d3-4a9e-9170-8055f9bcb429,Pacific Beach Library Portable Restrooms,"4275 Cass St, San Diego, CA 92109",,,24 hrs.,3x/day,,,,City of San Diego,,,
79bcc573-7adc-4608-99db-7153897d673c,One America Plaza,"600 West Broadway, San Diego, CA 92101",,,7:00am - 7:00pm,,,,,Irvine Company,,,
5ba176b1-4a78-461f-8fd5-d6a2045fc945,County Waterfront Park,"Harbor Drive at West Beech Street, San Diego, CA 92101",,,6:00am - 10:00pm,,,,,County of San Diego,,,
ac1dbddd-014f-4b64-895d-d5e2d8293dd7,Neil Good Day Center,"299 17th Street, San Diego, CA 92101",,,6:00am - 4:00pm,,,,,St. Vincent de Paul,,,
6fbc014f-28f9-4a5e-9783-b4e06cb5c6e9,St. Vincent de Paul,"1501 Imperial Avenue, San Diego, CA 92101",,,24 hrs.,,,,,St. Vincent de Paul,,,
6ff93c38-71fb-4c95-a4bc-cce134229586,The Legend,"Outfield Park 8th Avenue, San Diego, CA 92101",,,7:00am - Sunset. Note: Hours of operation and access may vary due to special events.,,,,,East Village Square,,,
51e0f668-0b5d-461a-85d4-bf7d37178cca,Cesar Chavez Park - Comfort Station,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
685d55e5-9726-4897-aa1d-55af31299fc5,America's Cup Harbor - Comfort Station - Shore Facility,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
612b4e58-70bf-48be-8668-a791bc80097f,Shelter Island Shoreline Park - Comfort Station - Boat Launch Facility,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
a0d39c01-e943-46ab-bab7-ea9beacb3123,Shelter Island Shoreline Park - Comfort Station - Shoreline Park South,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
4f0b3e90-f58e-4882-9d91-9907416427e2,Harbor Control Facility - Comfort Station - Transient Dock,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
24d6fa64-55ab-463a-8fdd-ae079796ba65,Spanish Landing Park West - Comfort Station - West,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
0ce5e0c0-1de4-40ea-8202-690cc9dfbf86,Spanish Landing Park East - Comfort Station,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
188a985b-f295-442e-a9fd-c1f2272337d2,Embarcadero Crescent - Comfort Station,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
b76bbe57-e4b1-424f-9663-0cfe5acd654f,Land Field Park - Comfort Station,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
3204f6f2-4127-46f5-bde8-b96b283370ce,Seaport Village - Restroom - West,,,,11:00am - 7:00pm,,,,,Port of San Diego,,,
0caf7424-5e34-46cd-bf6b-ca359d1fa7ff,Seaport Village - Restroom - Central,,,,11:00am - 7:00pm,,,,,Port of San Diego,,,
944be5c7-f32a-4aa6-ba81-bf23bbe950e1,Rady Shell at Jacobs Park - Restroom,,,,6:00am - 10:30pm,,,,,Port of San Diego,,,
87cde7d7-e66f-4b36-9a40-b9690bfc6823,Broadway Pier - Restroom,,,,Sunrise-Sunset,,,,,Port of San Diego,,,
c76f006a-a51e-4a16-b21a-2d9844ca0e22,Park Blvd & Market St,Park Blvd & Market St,,,6:00am - 10:00pm,,,,,City of San Diego,,,
e0ae2a05-ac99-4bea-a51e-72491b6872b9,Balboa Park Golf Course - 9-Hole On-Course Restroom,"2600 Golf Course Dr., 92102",,,On Course Dawn to Dusk,Daily,,,,City of San Diego,,,
d04b153d-5ec9-4f89-a5f7-f80dcc8891ac,Balboa Park Golf Course - 18-Hole On-Course Restroom #2,"2600 Golf Course Dr., 92102",,,On Course Dawn to Dusk,Daily,,,,,,,
a05bf53c-d5b2-4ad8-b176-1c8f4fdf0d83,Chollas Lake Portable Toilet,"6350 College Grove Dr., 92105",,,Sunrise to Sunset,M-W-F,,,,,,,
cf762ab7-e91f-41dd-a904-9736fef0f27d,Chollas Park - North Chollas Portable Toilet,Chollas Station Road,,,Sunrise to Sunset,M-W-F,,,,,,,
9919f870-3201-4dfa-88c1-7c8a440212c1,Gloria's Mesa Portable Toilet,"6350 College Grove Dr., 92105",,,Sunrise to Sunset,M-W-F,,,,,,,
ca4dff8f-ce3e-40f6-a6a9-332ea5f70e7b,Los Peñasquitos Canyon Preserve West Staging Area Portable Toilet,4300 Sorrento Valley Blvd,,,Dawn to Dusk,Weekly,,,,,,,
1d10eeb0-7708-4ef3-bbd7-a5f9368ff08f,Marian Bear Park Comfort Station West,Just east of Genesee Avenue and south of State Route 52 (under freeway ramp),,,24 hrs.,2x/day,,,,,,,
db1ddafb-ec2c-4f7d-ba45-a0774a9d5d03,Marian Bear Park Comfort Station East,Just east of Regents Road and south of State Route 52,,,24 hrs.,2x/day,,,,,,,
fc1074b5-3df2-4ef3-a348-de45b823016c,Otay Valley Regional Park Hollister Staging Area ADA Portable Toilet,"350 Hollister Street, 92154",,,24 hrs.,M-W-F,,,,,,,
ce1dadd9-b350-44b9-8c19-f27085e6653c,Otay Valley Regional Park Mace Street Equestian Staging Area,"210 Mace Street, Chula Vista, 91911",,,8:00am - 5:00pm,Daily,,,,,,,
1e53e154-3c21-4eec-a0aa-ee17b8fdbeec,Otay Valley Regional Park Rios Staging Area ADA Portable Toilet,"1769 Rios Ave, Chla Vista 91911 but this is located with in the SD municipality",,,24 hrs.,M-W-F,,,,,,,
535153b4-6f84-402d-b1b9-3524ec74d3d8,Torrey Pines Golf Course - On-Course Restroom - North #1,"11480 N. Torrey Pines Rd., 92037",,,Dawn to Dusk,2x/day,,,,,,,
271d3172-6d06-4674-a5aa-82ef0b89863a,Torrey Pines Golf Course - On-Course Restroom - North #2,"11480 N. Torrey Pines Rd., 92037",,,Dawn to Dusk,2x/day,,,,,,,
d1437e3d-5b77-4b31-9223-f97559f31dc7,Torrey Pines Golf Course - On-Course Restroom - South #1,"11480 N. Torrey Pines Rd., 92037",,,Dawn to Dusk,2x/day,,,,,,,
e0548feb-bd5b-44c5-be3c-1a30e50b6fc2,Torrey Pines Golf Course - On-Course Restroom - South #2,"11480 N. Torrey Pines Rd., 92037",,,Dawn to Dusk,2x/day,,,,,,,
bf651b1c-6e51-476c-bdd3-725432f1fa77,Mission Trails Regional Park Barker Way (Portable Toilet),"6900 Barker Way, 92119",,,24 hrs.,3x/week,,,,,,,
7130ba7d-097e-4d39-b616-40cbf64c7fa2,Marian Bear Park Comfort Station West of Regents,Just west of Regents Road and south of State Route 52,,,24 hrs.,2x/day,,,,,,,
373dcc70-e373-4438-9207-44771a1fc1e3,City College Campus Building A,"1313 Park Boulevard, 92101",,,6:00am - 5:00pm Mon-Thu,,,,,,,,
aecbc7a9-51ed-4c91-9284-370958264a32,1000,Morena Blvd & Tecolote Rd,,,"1350 Morena Blvd, San Diego, CA 92110",,,,,,,,
eb6af1cd-6557-46a9-b808-b310f7cb23c8,50,Presidio Park,,,"4398 Taylor St, San Diego, CA 92110",,,,,,,,
8c4b04f1-e206-408b-a69c-ea68feb48620,35,Ocean Beach Pier,,,"5091 Niagara Avenue, San Diego, CA 92107",,,,,,,,
6732f776-d5fd-46e3-9439-d2f21d4e5b5d,996,Old Town State Historic Park - Parking Lot A,,,"2749 Congress Street, San Diego, CA 92110",,,,,,,,
2c968301-82fe-4807-8e9b-604749bf8187,994,Balboa Park - 6th Ave & Thorn St,,,"3241 Sixth Ave, San Diego, CA 92103",,,,,,,,
9c3ca2eb-ab4c-4a81-8187-6346f23a84b1,995,Balboa Park - 6th Ave & Grape St,,,"1998 Sixth Ave, San Diego, CA 92101",,,,,,,,
be00b03a-3bdf-439d-b134-4960d4da641c,1006,Sports Arena Blvd - near Airport parking (2 of 2),,,"2652 Sports Arena Blvd, San Diego, CA 92110",,,,,,County of San Diego,,
7a4a041f-6cf1-4649-816e-c1d155d0fe28,384,Saturn Blvd & Boundary Ave,,,"501 Saturn Blvd, San Diego, CA 92154",,,,,,,,
e2cfb1b0-5f2f-460b-9e5d-de035a341874,1005,Sports Arena Blvd - near Goodwill (1 of 2),,,"2670 Sports Arena Blvd, San Diego, CA 92110",,,,,,County of San Diego,,
bc868663-ac3e-40e4-a3a9-4bcfff77b8ed,1002,Cudahy Pl & Grant St,,,"1033 Cudahy Pl, San Diego, CA 92110",24 hrs.,,,,,,,
4f25ad4d-e17e-46cd-9911-7efe05073623,Little Italy,805 W. Cedar St,,,,,,,,City of San Diego,,,
0b769c35-4cde-4097-b5a6-4a480d5a496d,Children’s Park,"326 W Harbor Dr, 92101",,,24 hrs.,"2x/day (morning/afternoon), afternoon as needed",,,,City of San Diego,,,
9671669d-5146-439b-a781-50c7e3406cd8,NW corner @ 10th & Broadway,"1045 Ninth Avenue, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
6460fb1f-617b-4728-b2af-5aa788ee1166,NE corner @ Park & Broadway,"1200 Broadway, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
e495b4d0-b068-46a3-ac60-831d54a86bb9,NE wall on 7th Ave & E Street,"707 Broadway Ave, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
c29a64c5-bd07-453e-b2c5-febd0797a22b,NE wall on 15th Ave & F Street,"776 15th Street, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
287abbf7-48be-4a9a-a496-2453b882dfd9,South wall on K Street & 15th Street,"1425 K Street, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
403a4508-3c1b-404a-bce8-a0e295bda8f0,11th/K St/Park Blvd,"315 11th Ave, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
daebbd47-8a3d-4eb1-8eab-639153aa1085,"17th Street, midblock between Commercial St & Logan Avenue","119 17th St, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
99187f48-4e9e-4e29-b52d-42be909964ce,NW corner @ 2nd Ave & Cedar,"1628 2nd Avenue, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
bf280fbc-5a0f-41f1-b7cd-ee37127ab22d,"North wall on F Street, midblock between 7th & 8th","732 F St, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
71698457-371c-44b5-88e8-481d66ae41a7,West wall on 19th St & Commercial Ave,"101 19th Street, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
33266841-c3b3-4094-b4d1-f73199982cf6,SE corner 16th & National Ave,"1572 National Ave, San Diego CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
5fd9f0a7-933c-4038-a9d0-faa2a815ff55,Island Ave at 19th Street,"1845 Island Ave, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
8ae60560-3740-4e46-9daf-2718fdfd3b3c,G Street & 10th Avenue,"1009 10th Avenue, San Diego, CA 92101",,,24 hrs.,2x/day,,,,City of San Diego,,,
3e10a8aa-2bd2-4e93-922d-9e63fd8d7958,UCSD Central Campus Station,"San Diego, CA 92093",,,,,,,,UCSD,,,
f761888a-5050-4e25-b85c-62c3d9624fb7,UCSD Health La Jolla Station,"San Diego, CA 92037",,,,,,,,UCSD,,,
7c4fde02-5b54-495b-9e2b-c600bd20bc1f,Old Town (inside A-mart),"4009 Taylor St, San Diego, CA 92110",,,,,,,,A-Mart,,,
120fa5d7-0f56-4781-ae94-e0b1ff572a01,12th & Imperial Transit Center (inside Mills Building),"Trolley Plaza, San Diego, CA 92101",,,,,,,,Mills Building,,,
c69e003e-14f9-4718-84de-2a45947f7010,San Ysidro (at CBP facility and pay restrooms inside McDonald’s Building & along Rail Court),"727 E San Ysidro Blvd, San Ysidro, CA 92173",,,24 hrs,,,,,,,,